Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0."
I6333,I6333,S17,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,1177,55,"682-878 calCE (1240±22 BP, UGAMS-34399)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.100325,110054,59351,F,"Sudan, Nubia, Kulubnarti Family C (3 members) (I6255 is a 2nd or 3rd degree relative of I6333 (who is a 2nd or 3rd degree relative of I18514))",n/a (female),n/a (female),454,T1a7,"[0.999,1.000]",0.034,0.017,ds.half,S6333.E1.L1,PASS,damage.ds.half=0.034
I6334,I6334,S198,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,1102,46,"772-949 calCE (1180±24 BP, UGAMS-34400)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.375857,349741,188254,M,n/a (no relatives detected),..,..,2.02,L1b1a2a,"[0.646,0.997]",0.032,0.414,ds.half,S6334.E1.L1,PASS,damage.ds.half=0.032
I6336,I6336,S27,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,1049,53,"773-978 calCE (1150±23 BP, UGAMS-34402)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.892898,605440,326064,M,"Sudan, Nubia, Kulubnarti Family B (3 members) (I17481 is a 2nd or 3rd degree relative of I6336 (who is a 2nd or 3rd degree relative of I18525))",..,..,822,U5b2b5,"[0.999,1.000]",0.032,0.415,ds.half,S6336.E1.L1,PASS,damage.ds.half=0.032
I6337,I6337,S79,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,1238,41,"655-775 calCE (1320±22 BP, UGAMS-34407)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.805736,567807,307685,M,n/a (no relatives detected),..,..,763,..,"[0.999,1.000]",0.028,0.419,ds.half,S6337.E1.L1,PASS,damage.ds.half=0.028
I6338,I6338,S89,petrous,2021,SirakNatureCommunications2021,Direct: IntCal20,1239,41,"656-775 calCE (1320±20 BP, UGAMS-35229)",..,Sudan_EarlyChristian_S,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.785962,559510,301802,F,n/a (no relatives detected),n/a (female),n/a (female),358,H2a,"[0.998,1.000]",0.036,0.013,ds.half,S6338.E1.L1,PASS,damage.ds.half=0.036
I17475,I17475,Bag 42 (S144) | S144,petrous,2021,SirakNatureCommunications2021,Context: Date(s) on sibling from same family (I6256),1125,43,750-900 CE,..,Sudan_EarlyChristian_S_brother.of.I6256,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,2,0.251967,228471,119886,M,"Sudan, Nubia, Kulubnarti Family D (2 members) (I17475-I6256 have a sibling relationship)",..,..,1838.355181,L2a1d1,"[0.99,0.998]",0.07,0.429,"ds.half,ss.half","S17475.Y1.E1.L1,S18512.Y1.E1.L1",PASS,..
I18612,I18612,Bag 61 (S16),petrous,2021,SirakNatureCommunications2021,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S_father.or.son.I18610,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.026,25291,14107,M,"Sudan, Nubia, Kulubnarti Family E (2 members) (I18610-I18612 are 1st degree relatives)",..,..,39.99,H2a,"[0.976,0.995]",0.055,0.403,ds.half,S18612.Y1.E1.L1,PASS,..
I17478,I17478,Bag 45 (S54),petrous,..,Not published,Context: Date(s) on other individuals from same family (I6324),1150,87,650-950 CE,..,Sudan_EarlyChristian_S_lc,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.012409,14303,7842,M,"Sudan, Nubia, Kulubnarti Family H (4 members) (I6324-I18509 are sisters; I17478 and I18538 are 2nd or 3rd degree relatives of I6324 and I18509)",..,..,13.45,L2a1d1,"[0.962,0.990]",0.068,0.437799043,ds.half,S17478.Y1.E1.L1,PASS,..
I18524_d,I18524,S25,petrous,..,Not published,"Context: Date(s) on other individuals from same site (I6327, I6254, I6328, I6336, I6340, I6141, I6334, I6253, I6329, I6332, I6256, I6257, I6324, I6250, I6255, I6331, I6251, I6252, I6140, I6258, I6333, I6330, I6139, I6138, I6325, I6326, I6337, I6338, I19147)",1100,115,650-1050 CE,..,Sudan_EarlyChristian_S_lc,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.011233,12177,5781,M,n/a (no relatives detected),..,..,5.473233,N1a1a3,"[0.93,0.994]",0.948,0.381,ss.half,S18524.Y1.E1.L1,PASS,..
I18509,I18509,S132,petrous,2021,SirakNatureCommunications2021,Context: Date(s) on other individuals from same family (I6324),1150,87,650-950 CE,..,Sudan_EarlyChristian_S_sister.of.I6324,"Nubia, Kulubnarti, Cemetery S",Sudan,21.070453,30.664028,Repulldown on 3.2M snpset,1240K,1,0.327655,286053,150480,F,"Sudan, Nubia, Kulubnarti Family H (4 members) (I6324-I18509 are sisters; I17478 and I18538 are 2nd or 3rd degree relatives of I6324 and I18509)",n/a (female),n/a (female),135.1,L2a1d1,"[0.947,0.969]",0.061,0.016900964,ss.half,S18509.Y1.E1.L1,PASS,"damage.ss.half=0.061, mtcontam=[0.947,0.969]"
I13721,I13721,"GG-107-M1-03 (individual 1, burial 1)",petrous,2021,WangNature2021,Direct: IntCal20,3169,48,"1366-1126 calBCE (2990±20 BP, PSUAMS-7614)",adult ,Taiwan_Gongguan,"Green Island, Gongguan site",Taiwan,22.675,121.49,Repulldown on 3.2M snpset,1240K,1,1.816535,698205,384123,F,n/a (no relatives detected),n/a (female),n/a (female),144.1,Y2a1,"[0.968,0.988]",0.248,0.012,ds.half,S13721.Y1.E1.L1,PASS,..
I13722,I13722,"GG-107-M2-01 (individual 2, burial 2)",tooth,2020,WangbioRxiv2020,Context: Archaeological - Period,1500,115,250-650 CE,adult ,Taiwan_Gongguan_lc,"Green Island, Gongguan site",Taiwan,22.675,121.49,Repulldown on 3.2M snpset,1240K,1,0.002699,3188,1759,M,n/a (no relatives detected),..,..,3.1,Y2a1,"[0.810,0.940]",0.24,0.402,ds.half,S13722.Y1.E1.L1,QUESTIONABLE,"2500.to.5000.SNPs, mtcontam=[0.81,0.94]"
I13692,I13692,M179,tooth,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.858957,564177,305064,F,n/a (no relatives detected),n/a (female),n/a (female),132,M7c1c3,"[0.981,0.995]",0.171,0.008,ds.half,S13692.E1.L1,PASS,..
I13695,I13695,M195,tooth,2021,WangNature2021,Direct: IntCal20,1459,37,"431-556 calCE (1570±20 BP, PSUAMS-8396)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.029383,33975,17919,M,n/a (no relatives detected),..,..,10.6,F4b,"[0.945,0.992]",0.234,0.41,ds.half,S13695.E1.L1,PASS,..
I14925,I14925,M79,tooth,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.025075,28819,15040,F,n/a (no relatives detected),n/a (female),n/a (female),35.49,M7b1a2a1,"[0.974,0.990]",0.169,0.009,ss.half,S14925.Y1.E1.L1,PASS,..
I14929,I14929,M92,tooth,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.07508,84079,44505,M,n/a (no relatives detected),..,O2a2b-F130,40.63,B4a1a,"[0.981,0.997]",0.182,0.375,ss.half,S14929.Y1.E1.L1,PASS,..
I14931,I14931,M95,tooth,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.064758,72997,38374,M,n/a (no relatives detected),..,O2a2-P201,27,E1a1a1,"[0.954,0.983]",0.163,0.402,ss.half,S14931.Y1.E1.L1,PASS,..
I14933,I14933,M99,tooth,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.052295,59427,31225,M,n/a (no relatives detected),..,O1a2-F1081,19.03,F3b1a,"[0.968,0.994]",0.154,0.381,ss.half,S14933.Y1.E1.L1,PASS,..
I14934,I14934,M125,tooth,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.048961,55620,29532,M,n/a (no relatives detected),..,O1a1a1a1-CTS10963,22.92,E2a,"[0.963,0.991]",0.147,0.398,ss.half,S14934.Y1.E1.L1,PASS,..
I14937,I14937,M165,tooth,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.019118,22130,11608,F,n/a (no relatives detected),n/a (female),n/a (female),10.51,B4a1a,"[0.897,0.965]",0.173,0.017,ss.half,S14937.Y1.E1.L1,PASS,"mtcontam=[0.897,0.965]"
I15158,I15158,M176,tooth,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.216079,219369,120131,M,n/a (no relatives detected),..,O1a2-F1081,43.23,B4b1a2f,"[0.975,0.993]",0.166,0.401091405,ds.half,S15158.Y1.E1.L1,PASS,..
I15159,I15159,M196-1,tooth,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.027977,32270,17491,F,n/a (no relatives detected),n/a (female),n/a (female),8.403,F4b1,"[0.901,0.970]",0.214,0.015799257,ds.half,S15159.Y1.E1.L1,PASS,"mtcontam=[0.901,0.97]"
I3611_noUDG,I3611,M22- L1 (HB- 101 P2- S T6P7),petrous,2021,WangNature2021,Direct: IntCal20,1715,36,"133-324 calCE (1820±20 BP, PSUAMS-7909)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,5.031,734205,401754,F,"Taiwan, Hanben, Blihun site Family C (2 members) (I3611-I3612 are 2nd or 3rd degree relatives)",n/a (female),n/a (female),407,E1a1a1,"[0.981,0.996]",0.358,0.015,ds.minus,S3611.E1.L1,PASS,..
I3612_noUDG,I3612,M27- L4 (HB- 101 P2-S T6P7 2014.10.12),petrous,2021,WangNature2021,Context: Date(s) on 2d/3d relative I3611,1800,29,100-200 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,4.532,716014,392480,M,"Taiwan, Hanben, Blihun site Family C (2 members) (I3611-I3612 are 2nd or 3rd degree relatives)",..,O2a2b2a2-F1903,618,E1a1a1,"[0.990,0.999]",0.332,0.428,ds.minus,S3612.E1.L1,PASS,"Xcontam=[0.007,0.015]"
I3614,I3614,M34- L3 (Bag1) (HB- 101 P2-S T1P4 2014.08),petrous,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,5.59644,962422,515624,M,n/a (no relatives detected),..,O2a2b2-CTS1366,327,R,"[0.939,0.961]",0.128,0.411,ds.half,S3614.E1.L2,PASS,"mtcontam=[0.939,0.961]"
I3615,I3615,M46 (HB- 101 P2- S T2P8A 2014.08.29),petrous,2021,WangNature2021,Direct: IntCal20,1833,41,"32-206 calCE (1920±20 BP, PSUAMS-7910)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,3.642855,919609,491279,F,n/a (no relatives detected),n/a (female),n/a (female),145,R,"[0.977,0.992]",0.177,0.016,ds.half,S3615.E1.L2,PASS,..
I3616,I3616,M48 (HB- 101 P2- S T4P5 2014.09.01),petrous,2021,WangNature2021,Direct: IntCal20,1641,38,"245-378 calCE (1745±20 BP, PSUAMS-7911)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,2,1.780217,790974,423645,F,n/a (no relatives detected),n/a (female),n/a (female),356.920816,B4b1a2f,"[0.937,0.981]",..,..,"ds.half,ds.half","S3616.E1.L2,S3616.E1.L3",PASS,..
I3617,I3617,M49 (HB- 101 P2- S T7P7 2014.09.02),petrous,2021,WangNature2021,Direct: IntCal20,1644,35,"246-365 calCE (1745±15 BP, PSUAMS-7948)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,3.943752,942565,505043,F,n/a (no relatives detected),n/a (female),n/a (female),258,F4b1,"[0.985,0.994]",0.141,0.016,ds.half,S3617.E1.L2,PASS,..
I3618,I3618,M50 (HB-101 P2-S T4P3D 2014.9.30),petrous,2021,WangNature2021,"Context (WARNING: a date on this individual of 1402-1262 calBCE (3060±20 BP, PSUAMS-2268) is inconsistent with multiple adjacent Context: Dates and so we ignore it pending confirmation by additional attempts to obtain dates on the individual): dates on other individuals from same site and context (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,3.769026,918848,492494,M,n/a (no relatives detected),..,O2a2b2a2-F706,381,R,"[0.995,1.000]",0.163,0.411,ds.half,S3618.E1.L2,PASS,"Xcontam=[0.005,0.009]"
I3619,I3619,M60 (HB-101 P2-S T3P6 2014.10.02),petrous,2021,WangNature2021,Direct: IntCal20,1473,38,"415-540 calCE (1610±25 BP, PSUAMS-2075)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,5.45287,964280,516736,F,n/a (no relatives detected),n/a (female),n/a (female),367,F3b1a+16093,"[0.984,0.993]",0.115,0.015,ds.half,S3619.E1.L2,PASS,..
I3620,I3620,M75- L2 (HB- 101 P2- S T6P7 2014.11.04),petrous,2021,WangNature2021,Direct: IntCal20,1857,36,"22-201 calCE (1935±20 BP, PSUAMS-7936)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,4.265102,927922,496705,F,n/a (no relatives detected),n/a (female),n/a (female),286,R,"[0.986,0.994]",0.16,0.016,ds.half,S3620.E1.L2,PASS,..
I3621,I3621,M77- L0 (HB- 101 P2- S T0P4 2014.11.24),petrous,2021,WangNature2021,Direct: IntCal20,1595,45,"258-413 calCE (1700±20 BP, PSUAMS-7912)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,5.755752,963184,516071,F,n/a (no relatives detected),n/a (female),n/a (female),311,R9c1b2,"[0.990,0.998]",0.127,0.015,ds.half,S3621.E1.L2,PASS,..
I3727,I3727,M120- 2- L1 B (HB- 101 P3-S T2P5 F7-3-L6 2015.08.25),petrous,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,4.911046,939766,503559,F,n/a (no relatives detected),n/a (female),n/a (female),256,D6a2,"[0.990,0.997]",0.155,0.017,ds.half,S3727.E1.L2,PASS,..
I3728,I3728,M125-L2 A (HB- 101 P3- S T3P4 F7- 3- L6 2015.03.02) | M125- L2 B (HB- 101 P3- S T3P4 F7- 3- L6 2015.03.02) | M125- L2 C (HB- 101 P3- S T3P4 F7- 3- L6 2015.03.02),petrous,2021,WangNature2021,Direct: IntCal20,1496,44,"401-538 calCE (1635±20 BP, PSUAMS-7949)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,2.942835,828737,444223,F,n/a (no relatives detected),n/a (female),n/a (female),220,F3b1a+16093,"[0.993,1.000]",0.191,0.017,ds.half,S3730.E1.L2,PASS,..
I3731,I3731,M125- L2 D (HB- 101 P3- S T3P4 F7- 3- L6 2015.03.02),petrous,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,2,4.124141,939865,502013,M,n/a (no relatives detected),..,O1a1a1a1-CTS1711,278.073149,F3b1a+16093,"[0.965,0.991]",..,..,"ds.half,ds.half","S3731.E1.L2,S3731.E1.L3",PASS,"Xcontam=[0.005,0.014]"
I3732,I3732,M142 A (HB- 101 P3- N T1P8c 2015.11.25),petrous,2021,WangNature2021,Direct: IntCal20,1235,41,"660-774 calCE (1315±15 BP, PSUAMS-7939)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,3.610728,888384,476969,F,n/a (no relatives detected),n/a (female),n/a (female),225,F1a3a,"[0.989,0.996]",0.186,0.012,ds.half,S3732.E1.L2,PASS,..
I3734,I3734,M162- L1 (Bag1) A (HB- 101 P3- N T4P4 F10 -4- L4),petrous,2021,WangNature2021,Context: 1d relationship with Dated I3754,1575,43,300-450 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,2,3.707348,918538,489751,M,"Taiwan, Hanben, Blihun site Family B (3members) (I8078-I3735 are 1st degree relatives; I3734 is 2nd or 3rd relative of I8078 and I3735)",..,O2a2a1a2a2-Y26412,163.177259,E1a1,"[0.938,0.979]",..,..,"ds.half,ds.half","S3734.E1.L2,S3734.E1.L3",PASS,"mtcontam=[0.938,0.979]"
I3735,I3735,M162- L1 (Bag2) A (HB- 101 P3- N T4P4 F10 -4- L4 2015.12.24),petrous,2021,WangNature2021,Direct: IntCal20,1532,29,"376-532 calCE (1650±15 BP, PSUAMS-7940)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,2,3.727906,920871,492175,F,"Taiwan, Hanben, Blihun site Family B (3members) (I8078-I3735 are 1st degree relatives; I3734 is 2nd or 3rd relative of I8078 and I3735)",n/a (female),n/a (female),188.553926,E1a1,"[0.964,0.989]",..,..,"ds.half,ds.half","S3735.E1.L2,S3735.E1.L3",PASS,..
I3736,I3736,M173- L1 (Bag2) (HB- 101 P3- N T5P0 F10- 3- L3 2016.01.10 * M173- A ??????),petrous,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,2.207803,818447,438452,M,n/a (no relatives detected),..,O1a1a1a1-CTS1711,218,F4b1,"[0.993,0.999]",0.185,0.416,ds.half,S3736.E1.L2,PASS,..
I8071,I8071,M160- L2 (HB- 101 P3- N T4P4F10 -4- L4),bone,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.025242,28973,15465,F,n/a (no relatives detected),n/a (female),n/a (female),35.3,R,"[0.990,1.000]",0.102,0.036,ds.half,S8071.E1.L1,QUESTIONABLE,sexratio=0.036
I8072,I8072,M172- 2 (HB- 101 P3- S T6P8 F4- 4- L7 2016.01.12) | M172-2,bone,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,2,0.076918,85854,46403,M,"Taiwan, Hanben, Blihun site Family A (2 members) (I15156-I8072 are 1st degree relatives)",..,O1a-Page20,14.179371,E1a1a,"[0.965,0.999]",0.184,0.390416048,"ds.half,ds.half","S8072.E1.L1,S15157.Y1.E1.L1",PASS,..
I8074,I8074,M157- L1 (HB- 101 P3- N T0P6 2015. 12.08),tooth,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.099539,109102,58329,F,n/a (no relatives detected),n/a (female),n/a (female),117,F3b1a+16093,"[0.995,1.000]",0.131,0.011,ds.half,S8074.E1.L1,PASS,..
I8075,I8075,M166 (HB- 101 P3- S T3P2 F52-1- L1 2015.12.21),bone,2021,WangNature2021,Direct: IntCal20,1459,37,"431-556 calCE (1570±20 BP, PSUAMS-7941)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,2.99315,734316,401974,F,n/a (no relatives detected),n/a (female),n/a (female),131,E2b,"[0.990,0.998]",0.186,0.015,ds.half,S8075.E1.L1,PASS,..
I8076,I8076,M65- L1 (HB- 101 P2- S T5P8 2014.09.24),tooth,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.038546,44383,23565,M,n/a (no relatives detected),..,..,71.1,R30,"[0.997,1.000]",0.111,0.412,ds.half,S8076.E1.L1,PASS,..
I8080,I8080,M36- L1 (HB- 101 P2- S(5?) T6P9D T3? 2014.07.20 Coded as: 034),tooth,2021,WangNature2021,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.062401,70545,37889,M,n/a (no relatives detected),..,O1a1a1a-F518,148,F3b1a+16093,"[0.997,1.000]",0.092,0.419,ds.half,S8080.E1.L1,PASS,..
I8081,I8081,M116- L2 (HB- 101 P3- S T2P0 F7- 3- L5 20150709  Coded as: 016),tooth,2021,WangNature2021,Direct: IntCal20,1409,34,"439-586 calCE (1540±15 BP, PSUAMS-7942)",..,Taiwan_Hanben_IA,"Hanben, Blihun site",Taiwan,24.32777778,121.7655556,Repulldown on 3.2M snpset,1240K,1,0.100525,110609,59087,M,n/a (no relatives detected),..,O1a1a1a-Z23466,11.3,F3b1a2,"[0.967,0.999]",0.126,0.417,ds.half,S8081.E1.L1,PASS,..
